panel,household,x_hours,y,object,x_occupation,x_eur_per_hour
a_preference_profile_utility,A,0.0,2.570601651773884,,,
a_preference_profile_utility,A,0.25,2.5702184966081942,,,
a_preference_profile_utility,A,0.5,2.5698320284195613,,,
a_preference_profile_utility,A,0.75,2.569442208007392,,,
a_preference_profile_utility,A,1.0,2.569048995581589,,,
a_preference_profile_utility,A,1.25,2.568652350751792,,,
a_preference_profile_utility,A,1.5,2.568252232516372,,,
a_preference_profile_utility,A,1.75,2.5678485992512017,,,
a_preference_profile_utility,A,2.0,2.567441408698172,,,
a_preference_profile_utility,A,2.25,2.5670306179534665,,,
a_preference_profile_utility,A,2.5,2.566616183455577,,,
a_preference_profile_utility,A,2.75,2.5661980609730577,,,
a_preference_profile_utility,A,3.0,2.56577620559201,,,
a_preference_profile_utility,A,3.25,2.565350571703295,,,
a_preference_profile_utility,A,3.5,2.56492111298946,,,
a_preference_profile_utility,A,3.75,2.5644877824113754,,,
a_preference_profile_utility,A,4.0,2.5640505321945817,,,
a_preference_profile_utility,A,4.25,2.5636093138153218,,,
a_preference_profile_utility,A,4.5,2.563164077986266,,,
a_preference_profile_utility,A,4.75,2.5627147746419205,,,
a_preference_profile_utility,A,5.0,2.5622613529236986,,,
a_preference_profile_utility,A,5.25,2.561803761164663,,,
a_preference_profile_utility,A,5.5,2.5613419468739167,,,
a_preference_profile_utility,A,5.75,2.560875856720642,,,
a_preference_profile_utility,A,6.0,2.5604054365177733,,,
a_preference_profile_utility,A,6.25,2.5599306312052965,,,
a_preference_profile_utility,A,6.5,2.559451384833166,,,
a_preference_profile_utility,A,6.75,2.558967640543827,,,
a_preference_profile_utility,A,7.0,2.558479340554332,,,
a_preference_profile_utility,A,7.25,2.557986426138045,,,
a_preference_profile_utility,A,7.5,2.5574888376059177,,,
a_preference_profile_utility,A,7.75,2.556986514287328,,,
a_preference_profile_utility,A,8.0,2.5564793945104687,,,
a_preference_profile_utility,A,8.25,2.555967415582278,,,
a_preference_profile_utility,A,8.5,2.55545051376789,,,
a_preference_profile_utility,A,8.75,2.554928624269605,,,
a_preference_profile_utility,A,9.0,2.5544016812053534,,,
a_preference_profile_utility,A,9.25,2.553869617586648,,,
a_preference_profile_utility,A,9.5,2.55333236529601,,,
a_preference_profile_utility,A,9.75,2.5527898550638506,,,
a_preference_profile_utility,A,10.0,2.552242016444794,,,
a_preference_profile_utility,A,10.25,2.5516887777934283,,,
a_preference_profile_utility,A,10.5,2.551130066239465,,,
a_preference_profile_utility,A,10.75,2.550565807662299,,,
a_preference_profile_utility,A,11.0,2.549995926664937,,,
a_preference_profile_utility,A,11.25,2.5494203465472918,,,
a_preference_profile_utility,A,11.5,2.548838989278815,,,
a_preference_profile_utility,A,11.75,2.548251775470458,,,
a_preference_profile_utility,A,12.0,2.5476586243459254,,,
a_preference_profile_utility,A,12.25,2.547059453712224,,,
a_preference_profile_utility,A,12.5,2.5464541799294675,,,
a_preference_profile_utility,A,12.75,2.5458427178799248,,,
a_preference_profile_utility,A,13.0,2.5452249809362897,,,
a_preference_profile_utility,A,13.25,2.5446008809291447,,,
a_preference_profile_utility,A,13.5,2.5439703281136,,,
a_preference_profile_utility,A,13.75,2.543333231135084,,,
a_preference_profile_utility,A,14.0,2.542689496994253,,,
a_preference_profile_utility,A,14.25,2.5420390310110066,,,
a_preference_profile_utility,A,14.5,2.5413817367875677,,,
a_preference_profile_utility,A,14.75,2.5407175161706137,,,
a_preference_profile_utility,A,15.0,2.54004626921242,,,
a_preference_profile_utility,A,15.25,2.5393678941309865,,,
a_preference_profile_utility,A,15.5,2.538682287269131,,,
a_preference_profile_utility,A,15.75,2.537989343052494,,,
a_preference_profile_utility,A,16.0,2.537288953946444,,,
a_preference_profile_utility,A,16.25,2.536581010411837,,,
a_preference_profile_utility,A,16.5,2.5358654008596035,,,
a_preference_profile_utility,A,16.75,2.5351420116041155,,,
a_preference_profile_utility,A,17.0,2.5344107268153104,,,
a_preference_profile_utility,A,17.25,2.5336714284695225,,,
a_preference_profile_utility,A,17.5,2.532923996298987,,,
a_preference_profile_utility,A,17.75,2.532168307739971,,,
a_preference_profile_utility,A,18.0,2.531404237879497,,,
a_preference_profile_utility,A,18.25,2.530631659400603,,,
a_preference_profile_utility,A,18.5,2.529850442526104,,,
a_preference_profile_utility,A,18.75,2.529060454960797,,,
a_preference_profile_utility,A,19.0,2.528261561832072,,,
a_preference_profile_utility,A,19.25,2.5274536256288687,,,
a_preference_profile_utility,A,19.5,2.5266365061389258,,,
a_preference_profile_utility,A,19.75,2.525810060384277,,,
a_preference_profile_utility,A,20.0,2.5249741425549264,,,
a_preference_profile_utility,A,20.25,2.5241286039406483,,,
a_preference_profile_utility,A,20.5,2.523273292860858,,,
a_preference_profile_utility,A,20.75,2.522408054592472,,,
a_preference_profile_utility,A,21.0,2.521532731295713,,,
a_preference_profile_utility,A,21.25,2.520647161937773,,,
a_preference_profile_utility,A,21.5,2.5197511822142813,,,
a_preference_profile_utility,A,21.75,2.518844624468485,,,
a_preference_profile_utility,A,22.0,2.517927317608085,,,
a_preference_profile_utility,A,22.25,2.516999087019629,,,
a_preference_profile_utility,A,22.5,2.5160597544804006,,,
a_preference_profile_utility,A,22.75,2.5151091380676998,,,
a_preference_profile_utility,A,23.0,2.514147052065438,,,
a_preference_profile_utility,A,23.25,2.5131733068679547,,,
a_preference_profile_utility,A,23.5,2.512187708880953,,,
a_preference_profile_utility,A,23.75,2.511190060419464,,,
a_preference_profile_utility,A,24.0,2.510180159602732,,,
a_preference_profile_utility,A,24.25,2.5091578002459123,,,
a_preference_profile_utility,A,24.5,2.508122771748477,,,
a_preference_profile_utility,A,24.75,2.507074858979203,,,
a_preference_profile_utility,A,25.0,2.506013842157632,,,
a_preference_profile_utility,A,25.25,2.5049394967318666,,,
a_preference_profile_utility,A,25.5,2.503851593252585,,,
a_preference_profile_utility,A,25.75,2.5027498972431275,,,
a_preference_profile_utility,A,26.0,2.5016341690655217,,,
a_preference_profile_utility,A,26.25,2.5005041637822902,,,
a_preference_profile_utility,A,26.5,2.4993596310139035,,,
a_preference_profile_utility,A,26.75,2.4982003147917013,,,
a_preference_profile_utility,A,27.0,2.497025953406132,,,
a_preference_profile_utility,A,27.25,2.4958362792501263,,,
a_preference_profile_utility,A,27.5,2.494631018657433,,,
a_preference_profile_utility,A,27.75,2.493409891735725,,,
a_preference_profile_utility,A,28.0,2.492172612194287,,,
a_preference_profile_utility,A,28.25,2.490918887166067,,,
a_preference_profile_utility,A,28.5,2.489648417023905,,,
a_preference_profile_utility,A,28.75,2.488360895190689,,,
a_preference_profile_utility,A,29.0,2.487056007943227,,,
a_preference_profile_utility,A,29.25,2.485733434209591,,,
a_preference_profile_utility,A,29.5,2.484392845359675,,,
a_preference_profile_utility,A,29.75,2.483033904988716,,,
a_preference_profile_utility,A,30.0,2.4816562686934924,,,
a_preference_profile_utility,A,30.25,2.4802595838409305,,,
a_preference_profile_utility,A,30.5,2.4788434893288014,,,
a_preference_profile_utility,A,30.75,2.477407615338214,,,
a_preference_profile_utility,A,31.0,2.4759515830775705,,,
a_preference_profile_utility,A,31.25,2.4744750045176462,,,
a_preference_profile_utility,A,31.5,2.472977482117444,,,
a_preference_profile_utility,A,31.75,2.471458608540436,,,
a_preference_profile_utility,A,32.0,2.469917966360827,,,
a_preference_profile_utility,A,32.25,2.468355127759419,,,
a_preference_profile_utility,A,32.5,2.4667696542086506,,,
a_preference_profile_utility,A,32.75,2.4651610961463777,,,
a_preference_profile_utility,A,33.0,2.463528992637924,,,
a_preference_profile_utility,A,33.25,2.4618728710259106,,,
a_preference_profile_utility,A,33.5,2.4601922465673622,,,
a_preference_profile_utility,A,33.75,2.458486622057557,,,
a_preference_profile_utility,A,34.0,2.4567554874400472,,,
a_preference_profile_utility,A,34.25,2.454998319402283,,,
a_preference_profile_utility,A,34.5,2.4532145809562125,,,
a_preference_profile_utility,A,34.75,2.451403721003215,,,
a_preference_profile_utility,A,35.0,2.449565173882699,,,
a_preference_profile_utility,A,35.25,2.4476983589036503,,,
a_preference_profile_utility,A,35.5,2.4458026798583843,,,
a_preference_profile_utility,A,35.75,2.4438775245177307,,,
a_preference_profile_utility,A,36.0,2.4419222641068257,,,
a_preference_profile_utility,A,36.25,2.4399362527606496,,,
a_preference_profile_utility,A,36.5,2.4379188269584144,,,
a_preference_profile_utility,A,36.75,2.4358693049358413,,,
a_preference_profile_utility,A,37.0,2.433786986074343,,,
a_preference_profile_utility,A,37.25,2.4316711502660446,,,
a_preference_profile_utility,A,37.5,2.429521057253563,,,
a_preference_profile_utility,A,37.75,2.4273359459433634,,,
a_preference_profile_utility,A,38.0,2.425115033691484,,,
a_preference_profile_utility,A,38.25,2.422857515560344,,,
a_preference_profile_utility,A,38.5,2.420562563545272,,,
a_preference_profile_utility,A,38.75,2.418229325769353,,,
a_preference_profile_utility,A,39.0,2.4158569256450604,,,
a_preference_profile_utility,A,39.25,2.4134444610011223,,,
a_preference_profile_utility,A,39.5,2.410991003172942,,,
